631220,6.3.1.2 B,มีคู่มือปฏิบัติเกี่ยวกับการล้างสิ่งปนเปื้อนนญิส /หะรอมถูกต้องตามหลักศาสนาอิสลาม,631000,600000
631300,6.3.1.3,มีคู่มือปฏิบัติอื่นๆที่จำเป็นในการผลิตอาหารฮาลาล,631000,600000
631400,6.3.1.4,มีเครื่องมือที่เหมาะสมกับกระบวนการผลิต,631000,600000
631500,6.3.1.5,มีการสอบเทียบเครื่องมือวัดที่ใช้ในการผลิตอาหารฮาลาลที่มีประสิทธิภาพ,631000,600000
631600,6.3.1.6,มีการตรวจปล่อยและการส่งมอบอาหารพร้อมบริโภคที่มีประสิทธิภาพ,631000,600000
632000,6.3.2,มีระบบการชี้บ่งและการสอบกลับผลิตภัณฑ์อาหารฮาลาล,630000,600000
633000,6.3.3,มีระบบการถนอมรักษาวัตถุดิบ/อาหารพร้อมบริโภคระหว่างกระบวนการผลิต การส่งมอบ และเก็บรักษา,630000,600000
700000,7,การทวนสอบ,0,0
710000,7.1,มีระบบการตรวจประเมินคุณภาพภายในที่ครอบคลุมการผลิตอาหารฮาลาล,700000,700000
720000,7.2,การควบคุมผลิตภัณฑ์ที่ไม่เป็นไปตามข้อกำหนด,700000,700000
721000,7.2.1,มีการควบคุมผลิตภัณฑ์ที่ไม่เป็นไปตามข้อกำหนด,720000,700000
722000,7.2.2,มีระบบการปฏิบัติการแก้ไขและการป้องกันอย่างมีประสิทธิภาพ,720000,700000
723000,7.2.3,มีช่องทางสำหรับลูกค้าในการร้องเรียนผลิตภัณฑ์ที่ไม่เป็นไปตามข้อกำหนด,720000,700000
